Item_ID,Item_Name,Category,Dispatch_Date,Dispatch_Quantity,Warehouse,Inbound_Date,Inbound_Quantity,Supplier,Lead_Time_Days,Stock_Level_Before_Dispatch,Stock_Level_After_Dispatch
24317-NEW-557-RAW,Raw Materials Item 302,RAW MATERIALS,2025-06-28,53,Warehouse 2,2025-06-23,51,Supplier C,10,268,259
42409-NEW-624-WOR,Work-In-Progress Item 330,WORK-IN-PROGRESS,2024-07-03,37,Warehouse 1,2024-06-28,43,Supplier B,4,264,234
46298-NEW-739-SPA,Spare Parts Item 278,SPARE PARTS,2025-07-21,16,Warehouse 2,2025-07-14,24,Supplier C,5,213,194
41748-NEW-338-WOR,Work-In-Progress Item 289,WORK-IN-PROGRESS,2025-03-15,96,Warehouse 3,2025-03-05,104,Supplier E,3,152,123
55076-NEW-200-WOR,Work-In-Progress Item 371,WORK-IN-PROGRESS,2024-10-11,24,Warehouse 2,2024-10-04,22,Supplier C,2,131,104
70825-NEW-528-PAC,Packaging Materials Item 137,PACKAGING MATERIALS,2024-02-12,87,Warehouse 3,2024-02-06,86,Supplier E,5,270,254
86154-NEW-783-SPA,Spare Parts Item 204,SPARE PARTS,2024-01-23,42,Warehouse 1,2024-01-13,54,Supplier A,3,181,163
80022-024-RBN-SGP-LSS-0120ST-2.0G-PRM,TAG TBAG 100+20/2.0g/24 PREMIUM,FINISHED GOODS,2024-10-14,32,Warehouse 1,2024-10-22,43,Supplier A,12,192,203
98314-NEW-557-CON,Consumables Item 31,CONSUMABLES,2024-02-01,28,Warehouse 2,2024-01-28,26,Supplier D,4,189,167
57503-NEW-416-RAW,Raw Materials Item 455,RAW MATERIALS,2024-08-11,74,Warehouse 2,2024-08-03,85,Supplier D,8,299,288
80008-024-005-000-000-0100PT-2.0G-PRM,TAGLESS TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-08-08,39,Warehouse 1,2024-08-08,32,Supplier C,4,450,443
76432-NEW-652-RAW,Raw Materials Item 493,RAW MATERIALS,2024-11-02,78,Warehouse 3,2024-10-23,79,Supplier C,8,235,207
21524-NEW-501-SPA,Spare Parts Item 24,SPARE PARTS,2025-07-10,51,Warehouse 2,2025-07-03,55,Supplier D,7,177,150
54188-NEW-852-SPA,Spare Parts Item 100,SPARE PARTS,2024-07-01,61,Warehouse 1,2024-06-26,58,Supplier D,4,229,204
60275-NEW-946-CON,Consumables Item 398,CONSUMABLES,2025-02-10,91,Warehouse 3,2025-02-07,106,Supplier B,8,122,102
80107-012-R00-USA-CVL-0025FE-2.0G-DJ,FOIL ENV TBAG 025/2.0g/12 DARJEELING,FINISHED GOODS,2024-03-30,6,Warehouse 1,2024-04-02,47,Supplier B,4,152,193
25303-NEW-837-WOR,Work-In-Progress Item 69,WORK-IN-PROGRESS,2025-02-02,36,Warehouse 3,2025-01-25,31,Supplier D,8,136,114
96999-NEW-738-SPA,Spare Parts Item 185,SPARE PARTS,2024-07-10,34,Warehouse 1,2024-07-08,38,Supplier D,4,193,166
80251-006-R00-EGY-ASC-0020ST-1.5G-LM,TAG TBAG 020/1.5g/6 LEMON,FINISHED GOODS,2024-10-18,38,Warehouse 1,2024-10-08,23,Supplier B,4,427,412
32786-NEW-178-RAW,Raw Materials Item 296,RAW MATERIALS,2025-02-24,26,Warehouse 1,2025-02-17,35,Supplier D,3,152,125
72706-NEW-751-WOR,Work-In-Progress Item 280,WORK-IN-PROGRESS,2025-01-22,44,Warehouse 3,2025-01-19,56,Supplier E,6,178,156
34184-NEW-635-SPA,Spare Parts Item 47,SPARE PARTS,2024-12-14,67,Warehouse 1,2024-12-10,81,Supplier E,10,105,87
88957-NEW-526-WOR,Work-In-Progress Item 77,WORK-IN-PROGRESS,2025-08-31,92,Warehouse 3,2025-08-24,92,Supplier C,8,261,250
81549-NEW-365-SPA,Spare Parts Item 369,SPARE PARTS,2025-02-05,54,Warehouse 1,2025-01-26,59,Supplier A,7,239,220
18781-NEW-170-RAW,Raw Materials Item 186,RAW MATERIALS,2025-07-27,38,Warehouse 3,2025-07-23,36,Supplier C,10,274,269
75552-NEW-276-CON,Consumables Item 145,CONSUMABLES,2024-12-01,47,Warehouse 1,2024-11-21,58,Supplier E,4,142,125
80624-006-FS0-CHN-RCL-TNCADY-150G-JAS,VIVID T/C 150g/06 JASMINE GREEN TEA,FINISHED GOODS,2024-09-10,6,Warehouse 1,2024-09-11,10,Supplier E,7,215,219
80077-012-002-000-000-0100ST-2.0G-CG,TAG TBAG 100/2.0g/12 CEYLON GOLD,FINISHED GOODS,2024-09-02,43,Warehouse 1,2024-09-02,18,Supplier D,12,191,166
70206-NEW-399-WOR,Work-In-Progress Item 241,WORK-IN-PROGRESS,2024-09-12,56,Warehouse 1,2024-09-09,57,Supplier C,3,275,258
81976-006-R00-000-000-LEAFTE-070G-SS.EST.CBOP,TPR CERAMIC CADDY 0070g/06 SOMERSET ESTATE BOP,FINISHED GOODS,2024-09-28,49,Warehouse 1,2024-09-24,10,Supplier E,8,231,192
70870-NEW-674-SPA,Spare Parts Item 27,SPARE PARTS,2024-08-29,26,Warehouse 1,2024-08-19,27,Supplier A,7,130,125
21345-NEW-036-SPA,Spare Parts Item 439,SPARE PARTS,2024-01-05,98,Warehouse 1,2024-01-01,112,Supplier A,7,166,136
80021-024-R00-NGA-PEL-0050ST-2.0G-PRM,TAG TBAG 050/2.0g/24 PREMIUM - WEST AFRICA,FINISHED GOODS,2024-07-20,41,Warehouse 1,2024-07-16,37,Supplier A,3,42,38
32676-NEW-854-RAW,Raw Materials Item 59,RAW MATERIALS,2025-04-21,18,Warehouse 2,2025-04-11,31,Supplier C,10,151,136
69885-NEW-864-RAW,Raw Materials Item 493,RAW MATERIALS,2024-08-10,77,Warehouse 2,2024-08-01,79,Supplier C,8,107,78
56211-NEW-837-RAW,Raw Materials Item 4,RAW MATERIALS,2025-08-10,41,Warehouse 3,2025-08-03,49,Supplier D,7,176,171
75961-NEW-405-PAC,Packaging Materials Item 357,PACKAGING MATERIALS,2024-07-06,41,Warehouse 2,2024-07-04,52,Supplier D,4,237,225
38196-NEW-617-CON,Consumables Item 255,CONSUMABLES,2024-12-13,44,Warehouse 3,2024-12-05,51,Supplier E,2,244,239
80022-024-R00-MDV-SCL-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-02-07,40,Warehouse 1,2024-01-28,38,Supplier E,7,460,458
80101-012-R00-THA-GPW-VACCUM-125G-EB,LEAF TEA 125g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-02-06,30,Warehouse 1,2024-02-11,27,Supplier E,14,294,291
36712-NEW-015-PAC,Packaging Materials Item 210,PACKAGING MATERIALS,2024-12-28,90,Warehouse 3,2024-12-24,89,Supplier A,2,186,179
18764-NEW-389-SPA,Spare Parts Item 199,SPARE PARTS,2025-10-04,56,Warehouse 2,2025-09-28,71,Supplier D,10,270,245
80371-012-R00-MYS-U&C-0020FE-1.5G-PGT,FOIL ENV TBAG 020/1.5g/12 PURE GREEN,FINISHED GOODS,2024-05-23,14,Warehouse 1,2024-05-28,43,Supplier C,9,392,421
55221-NEW-722-PAC,Packaging Materials Item 176,PACKAGING MATERIALS,2025-05-11,99,Warehouse 2,2025-05-04,110,Supplier B,3,230,224
98610-NEW-504-PAC,Packaging Materials Item 242,PACKAGING MATERIALS,2024-02-20,23,Warehouse 1,2024-02-10,27,Supplier E,4,245,238
94005-NEW-072-CON,Consumables Item 129,CONSUMABLES,2024-02-14,76,Warehouse 1,2024-02-10,71,Supplier E,2,168,154
80342-012-R00-UZB-AZI-0025ST-2.0G-SGT,TAG TBAG 025/2.0g/12 SENCHA GREEN,FINISHED GOODS,2024-04-29,32,Warehouse 1,2024-04-28,23,Supplier B,11,125,116
84125-NEW-258-RAW,Raw Materials Item 362,RAW MATERIALS,2025-09-15,19,Warehouse 2,2025-09-06,20,Supplier B,9,251,223
66702-NEW-415-SPA,Spare Parts Item 274,SPARE PARTS,2025-03-25,29,Warehouse 3,2025-03-21,26,Supplier D,4,201,173
44806-NEW-382-CON,Consumables Item 142,CONSUMABLES,2024-11-02,63,Warehouse 1,2024-10-26,66,Supplier E,10,242,219
48933-NEW-949-SPA,Spare Parts Item 326,SPARE PARTS,2024-10-22,86,Warehouse 1,2024-10-14,81,Supplier B,7,272,253
68734-NEW-181-RAW,Raw Materials Item 125,RAW MATERIALS,2025-07-22,68,Warehouse 3,2025-07-15,83,Supplier D,8,182,154
80283-012-R00-THA-GPW-0020FE-2.0G-VN,FOIL ENV TBAG 020/2.0g/12 VANILLA,FINISHED GOODS,2024-03-19,26,Warehouse 1,2024-03-25,17,Supplier D,9,199,190
80101-012-001-000-000-VACCUM-125G-EB,LEAF TEA 125g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-10-19,8,Warehouse 1,2024-10-24,27,Supplier A,7,207,226
87290-NEW-007-CON,Consumables Item 445,CONSUMABLES,2024-08-26,92,Warehouse 1,2024-08-24,92,Supplier D,8,250,229
28609-NEW-897-SPA,Spare Parts Item 492,SPARE PARTS,2025-08-28,33,Warehouse 1,2025-08-18,47,Supplier A,3,116,98
80106-012-R00-POL-GFS-0025FE-2.0G-EA,FOIL ENV TBAG 025/2.0g/12 ENGLISH AFTERNOON,FINISHED GOODS,2024-01-21,32,Warehouse 1,2024-01-25,38,Supplier E,13,417,423
73366-NEW-423-RAW,Raw Materials Item 208,RAW MATERIALS,2025-01-16,20,Warehouse 1,2025-01-13,32,Supplier E,4,173,163
80347-012-R00-AZE-FMC-0025ST-1.5G-GMM,TAG TBAG 025/1.5g/12 GREEN TEA MOROCCAN MINT,FINISHED GOODS,2024-05-06,11,Warehouse 1,2024-05-10,15,Supplier B,10,280,284
72488-NEW-391-RAW,Raw Materials Item 203,RAW MATERIALS,2024-03-06,94,Warehouse 1,2024-03-04,92,Supplier B,7,300,287
80101-012-R00-THA-GPW-VACCUM-125G-EB,LEAF TEA 125g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-03-21,9,Warehouse 1,2024-03-28,22,Supplier E,5,291,304
28861-NEW-007-WOR,Work-In-Progress Item 181,WORK-IN-PROGRESS,2024-12-11,50,Warehouse 2,2024-12-04,45,Supplier E,5,131,123
95680-NEW-599-SPA,Spare Parts Item 1,SPARE PARTS,2025-04-27,61,Warehouse 2,2025-04-21,67,Supplier B,6,289,267
57342-NEW-781-CON,Consumables Item 120,CONSUMABLES,2025-09-24,70,Warehouse 3,2025-09-20,85,Supplier A,2,139,123
50944-NEW-910-CON,Consumables Item 466,CONSUMABLES,2024-05-21,47,Warehouse 3,2024-05-17,61,Supplier D,3,196,171
42573-NEW-776-CON,Consumables Item 400,CONSUMABLES,2024-02-06,81,Warehouse 2,2024-02-03,85,Supplier D,5,129,104
80371-012-R00-MYS-U&C-0020FE-1.5G-PGT,FOIL ENV TBAG 020/1.5g/12 PURE GREEN,FINISHED GOODS,2024-10-03,36,Warehouse 1,2024-10-12,16,Supplier B,6,416,396
58778-NEW-150-WOR,Work-In-Progress Item 489,WORK-IN-PROGRESS,2024-07-30,100,Warehouse 1,2024-07-28,113,Supplier D,2,122,92
90519-NEW-338-RAW,Raw Materials Item 240,RAW MATERIALS,2024-12-23,75,Warehouse 2,2024-12-14,74,Supplier B,8,184,167
54252-NEW-593-SPA,Spare Parts Item 38,SPARE PARTS,2024-05-05,71,Warehouse 3,2024-04-29,75,Supplier C,7,209,196
87024-NEW-036-CON,Consumables Item 449,CONSUMABLES,2025-02-03,41,Warehouse 3,2025-01-28,42,Supplier B,4,293,284
35345-NEW-403-SPA,Spare Parts Item 87,SPARE PARTS,2025-05-30,59,Warehouse 2,2025-05-27,58,Supplier E,2,118,110
96409-NEW-615-SPA,Spare Parts Item 10,SPARE PARTS,2024-04-03,71,Warehouse 2,2024-03-31,80,Supplier D,5,159,138
89647-NEW-254-PAC,Packaging Materials Item 128,PACKAGING MATERIALS,2024-08-12,78,Warehouse 3,2024-08-08,80,Supplier E,3,151,139
81967-001-R00-000-000-LEAFTE-070G-ICNJAS,TPR CERAMIC CADDY 0070g/01 IMPERIAL CHINA NATURAL JASMINE GREEN TEA,FINISHED GOODS,2024-08-04,49,Warehouse 1,2024-07-28,20,Supplier B,7,305,276
93902-NEW-815-SPA,Spare Parts Item 311,SPARE PARTS,2024-03-02,32,Warehouse 2,2024-02-29,43,Supplier E,7,142,134
87364-NEW-651-WOR,Work-In-Progress Item 282,WORK-IN-PROGRESS,2024-01-07,54,Warehouse 3,2024-01-05,65,Supplier A,10,222,198
84870-NEW-854-SPA,Spare Parts Item 259,SPARE PARTS,2025-09-26,56,Warehouse 2,2025-09-23,68,Supplier E,4,102,93
29099-NEW-353-WOR,Work-In-Progress Item 311,WORK-IN-PROGRESS,2025-07-24,20,Warehouse 3,2025-07-14,23,Supplier A,7,162,138
48364-NEW-853-SPA,Spare Parts Item 335,SPARE PARTS,2024-06-25,29,Warehouse 3,2024-06-22,37,Supplier D,6,134,104
80440-012-R00-GRC-AFS-0020FE-1.5G-RH,FOIL ENV TBAG 020/1.5g/12 ROSEHIP,FINISHED GOODS,2024-01-30,39,Warehouse 1,2024-02-02,28,Supplier C,6,377,366
78954-NEW-340-RAW,Raw Materials Item 315,RAW MATERIALS,2024-08-08,83,Warehouse 2,2024-08-02,92,Supplier A,10,137,113
80311-006-R00-CAN-EFF-0020FE-1.5G-MCS.GCS,FOIL ENV TBAG 020/1.5g/06 MASALA CHAI GENTLE CEYLON SPICE(CA,FINISHED GOODS,2024-01-22,26,Warehouse 1,2024-01-24,52,Supplier B,4,217,243
80283-012-R00-BGR-AVL-0020FE-2.0G-VN,FOIL ENV TBAG 020/2.0g/12 VANILLA,FINISHED GOODS,2024-08-20,44,Warehouse 1,2024-08-29,44,Supplier E,8,321,321
28725-NEW-412-SPA,Spare Parts Item 161,SPARE PARTS,2024-08-07,16,Warehouse 1,2024-08-03,14,Supplier E,4,109,101
95903-NEW-567-WOR,Work-In-Progress Item 394,WORK-IN-PROGRESS,2024-02-05,63,Warehouse 1,2024-01-28,66,Supplier A,2,288,269
45044-NEW-200-CON,Consumables Item 402,CONSUMABLES,2024-10-08,15,Warehouse 3,2024-09-28,30,Supplier B,6,153,129
21562-NEW-789-RAW,Raw Materials Item 162,RAW MATERIALS,2025-05-16,31,Warehouse 2,2025-05-11,32,Supplier C,3,162,141
42994-NEW-330-PAC,Packaging Materials Item 476,PACKAGING MATERIALS,2025-04-18,97,Warehouse 3,2025-04-12,98,Supplier E,8,147,138
80022-024-RBN-SGP-LSS-0120ST-2.0G-PRM,TAG TBAG 100+20/2.0g/24 PREMIUM,FINISHED GOODS,2024-09-20,41,Warehouse 1,2024-09-21,42,Supplier D,7,208,209
73817-NEW-243-RAW,Raw Materials Item 133,RAW MATERIALS,2024-06-16,24,Warehouse 2,2024-06-11,26,Supplier C,9,223,215
82585-NEW-001-CON,Consumables Item 202,CONSUMABLES,2024-03-13,88,Warehouse 3,2024-03-10,100,Supplier A,9,235,222
62801-NEW-038-PAC,Packaging Materials Item 410,PACKAGING MATERIALS,2024-03-08,84,Warehouse 3,2024-03-03,91,Supplier D,2,227,206
80086-012-R00-THA-GPW-0025FE-2.0G-EB,FOIL ENV TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-01-16,36,Warehouse 1,2024-01-12,19,Supplier A,9,399,382
80260-012-R00-SWE-TEK-0020ST-1.5G-RB,TAG TBAG 020/1.5g/12 RASPBERRY,FINISHED GOODS,2024-05-09,38,Warehouse 1,2024-05-09,19,Supplier B,10,49,30
20450-NEW-329-WOR,Work-In-Progress Item 427,WORK-IN-PROGRESS,2025-03-05,67,Warehouse 1,2025-02-24,66,Supplier E,9,298,287
73077-NEW-852-CON,Consumables Item 407,CONSUMABLES,2024-04-12,81,Warehouse 3,2024-04-02,85,Supplier E,8,259,237
25949-NEW-489-CON,Consumables Item 29,CONSUMABLES,2025-06-05,43,Warehouse 2,2025-06-03,47,Supplier B,6,200,189
20294-NEW-772-CON,Consumables Item 153,CONSUMABLES,2024-11-19,74,Warehouse 3,2024-11-14,80,Supplier A,5,299,271
28277-NEW-728-CON,Consumables Item 16,CONSUMABLES,2024-12-21,82,Warehouse 1,2024-12-16,87,Supplier B,7,243,238
83315-006-001-000-000-LEAFTE-050G-CRA.MIS.CURL,CANISTER POUCH CRAIGHEAD MISTY CURLS (STD  KWPL002)/50G/06,FINISHED GOODS,2024-02-04,48,Warehouse 1,2024-02-07,17,Supplier A,6,155,124
74424-NEW-283-SPA,Spare Parts Item 133,SPARE PARTS,2024-01-27,44,Warehouse 3,2024-01-25,49,Supplier A,8,138,124
44311-NEW-989-SPA,Spare Parts Item 485,SPARE PARTS,2024-05-31,68,Warehouse 2,2024-05-28,67,Supplier B,2,131,108
10324-NEW-306-RAW,Raw Materials Item 438,RAW MATERIALS,2025-01-22,23,Warehouse 2,2025-01-16,35,Supplier D,8,138,128
80106-012-R00-IRN-RSK-0025FE-2.0G-EA,FOIL ENV TBAG 025/2.0g/12 ENGLISH AFTERNOON,FINISHED GOODS,2024-09-14,22,Warehouse 1,2024-09-17,45,Supplier E,14,464,487
68166-NEW-342-WOR,Work-In-Progress Item 377,WORK-IN-PROGRESS,2025-08-21,100,Warehouse 1,2025-08-15,98,Supplier C,2,117,111
80283-012-R00-THA-GPW-0020FE-2.0G-VN,FOIL ENV TBAG 020/2.0g/12 VANILLA,FINISHED GOODS,2024-03-09,28,Warehouse 1,2024-03-10,54,Supplier A,9,190,216
99201-NEW-266-WOR,Work-In-Progress Item 425,WORK-IN-PROGRESS,2024-02-29,88,Warehouse 1,2024-02-20,90,Supplier B,4,280,275
75807-NEW-400-RAW,Raw Materials Item 328,RAW MATERIALS,2025-03-30,98,Warehouse 2,2025-03-26,111,Supplier E,5,149,141
41917-NEW-943-SPA,Spare Parts Item 385,SPARE PARTS,2025-03-22,30,Warehouse 3,2025-03-16,29,Supplier A,9,255,230
12107-NEW-842-SPA,Spare Parts Item 107,SPARE PARTS,2025-01-29,92,Warehouse 1,2025-01-27,105,Supplier D,4,229,222
87856-NEW-136-PAC,Packaging Materials Item 245,PACKAGING MATERIALS,2025-03-08,72,Warehouse 3,2025-02-26,86,Supplier C,6,171,152
91037-NEW-769-SPA,Spare Parts Item 386,SPARE PARTS,2024-10-13,86,Warehouse 2,2024-10-10,84,Supplier B,9,183,178
41997-NEW-469-RAW,Raw Materials Item 309,RAW MATERIALS,2024-10-24,95,Warehouse 2,2024-10-16,108,Supplier E,7,280,252
80624-006-FS0-CHN-RCL-TNCADY-150G-JAS,VIVID T/C 150g/06 JASMINE GREEN TEA,FINISHED GOODS,2024-05-30,15,Warehouse 1,2024-05-29,37,Supplier C,9,178,200
12028-NEW-315-RAW,Raw Materials Item 337,RAW MATERIALS,2025-05-29,21,Warehouse 1,2025-05-24,18,Supplier E,8,261,238
22651-NEW-682-RAW,Raw Materials Item 379,RAW MATERIALS,2024-04-21,33,Warehouse 3,2024-04-19,30,Supplier C,6,122,105
70145-NEW-304-CON,Consumables Item 56,CONSUMABLES,2025-10-03,89,Warehouse 1,2025-09-27,90,Supplier D,6,176,161
66174-NEW-447-PAC,Packaging Materials Item 448,PACKAGING MATERIALS,2024-01-11,17,Warehouse 1,2024-01-03,12,Supplier E,9,254,230
25987-NEW-697-PAC,Packaging Materials Item 450,PACKAGING MATERIALS,2024-12-14,37,Warehouse 3,2024-12-09,34,Supplier E,10,181,173
11953-NEW-003-PAC,Packaging Materials Item 169,PACKAGING MATERIALS,2024-09-21,75,Warehouse 3,2024-09-17,75,Supplier E,3,175,158
80260-012-R00-SWE-TEK-0020ST-1.5G-RB,TAG TBAG 020/1.5g/12 RASPBERRY,FINISHED GOODS,2024-10-13,27,Warehouse 1,2024-10-21,28,Supplier E,5,48,49
98979-NEW-762-RAW,Raw Materials Item 452,RAW MATERIALS,2024-08-25,43,Warehouse 1,2024-08-22,58,Supplier E,3,300,276
80251-006-R00-EGY-ASC-0020ST-1.5G-LM,TAG TBAG 020/1.5g/6 LEMON,FINISHED GOODS,2024-04-30,48,Warehouse 1,2024-05-09,10,Supplier B,10,467,429
99952-NEW-149-PAC,Packaging Materials Item 455,PACKAGING MATERIALS,2024-12-20,20,Warehouse 2,2024-12-13,23,Supplier A,7,215,187
85213-NEW-448-PAC,Packaging Materials Item 23,PACKAGING MATERIALS,2024-09-10,51,Warehouse 1,2024-09-02,60,Supplier D,3,178,170
87864-NEW-024-PAC,Packaging Materials Item 429,PACKAGING MATERIALS,2024-07-09,89,Warehouse 3,2024-07-01,90,Supplier A,7,164,143
80440-012-001-000-000-0020FE-1.5G-RH,FOIL ENV TBAG 020/1.5g/12 ROSEHIP,FINISHED GOODS,2024-09-03,24,Warehouse 1,2024-08-26,10,Supplier D,12,250,236
32902-NEW-743-WOR,Work-In-Progress Item 273,WORK-IN-PROGRESS,2024-12-26,94,Warehouse 2,2024-12-22,91,Supplier D,5,213,192
49199-NEW-956-CON,Consumables Item 10,CONSUMABLES,2024-07-17,78,Warehouse 3,2024-07-11,86,Supplier D,8,116,105
78906-NEW-073-WOR,Work-In-Progress Item 336,WORK-IN-PROGRESS,2024-02-22,83,Warehouse 3,2024-02-19,97,Supplier A,10,176,148
87860-NEW-118-PAC,Packaging Materials Item 280,PACKAGING MATERIALS,2025-04-08,100,Warehouse 1,2025-03-30,111,Supplier C,9,127,119
53709-NEW-098-SPA,Spare Parts Item 53,SPARE PARTS,2024-04-30,44,Warehouse 1,2024-04-25,40,Supplier A,8,273,258
47350-NEW-828-WOR,Work-In-Progress Item 284,WORK-IN-PROGRESS,2024-06-29,17,Warehouse 3,2024-06-25,28,Supplier E,4,103,85
43847-NEW-852-CON,Consumables Item 240,CONSUMABLES,2025-09-04,78,Warehouse 1,2025-08-28,79,Supplier E,3,196,167
44118-NEW-099-PAC,Packaging Materials Item 228,PACKAGING MATERIALS,2024-12-01,22,Warehouse 3,2024-11-28,22,Supplier D,10,222,206
87733-NEW-727-WOR,Work-In-Progress Item 353,WORK-IN-PROGRESS,2025-02-18,61,Warehouse 3,2025-02-11,74,Supplier D,7,199,184
25016-NEW-906-PAC,Packaging Materials Item 121,PACKAGING MATERIALS,2024-11-17,53,Warehouse 1,2024-11-07,54,Supplier C,4,156,129
89674-NEW-391-CON,Consumables Item 223,CONSUMABLES,2025-08-04,36,Warehouse 2,2025-07-29,42,Supplier D,6,110,98
81565-004-FS0-PHL-EIC-0050FE-2.0G-DJ,t SACHET 050's/2.0g/04 SINGLE ESTATE DARJEELING,FINISHED GOODS,2024-01-12,33,Warehouse 1,2024-01-15,22,Supplier B,5,70,59
26220-NEW-141-PAC,Packaging Materials Item 31,PACKAGING MATERIALS,2024-09-25,52,Warehouse 3,2024-09-16,65,Supplier A,3,185,173
57639-NEW-937-RAW,Raw Materials Item 457,RAW MATERIALS,2025-08-11,97,Warehouse 1,2025-08-02,97,Supplier D,3,259,242
81951-NEW-940-SPA,Spare Parts Item 237,SPARE PARTS,2024-01-16,55,Warehouse 3,2024-01-12,65,Supplier A,10,138,133
21583-NEW-380-CON,Consumables Item 178,CONSUMABLES,2025-07-22,65,Warehouse 2,2025-07-15,60,Supplier C,4,300,287
19628-NEW-230-SPA,Spare Parts Item 16,SPARE PARTS,2025-03-11,27,Warehouse 1,2025-03-02,38,Supplier B,3,204,176
80021-012-R00-AUS-DAU-0050ST-2.0G-PRM,TAG TBAG 050/2.0g/12 PREMIUM,FINISHED GOODS,2024-05-06,19,Warehouse 1,2024-05-09,56,Supplier B,14,456,493
51393-NEW-893-PAC,Packaging Materials Item 164,PACKAGING MATERIALS,2024-09-28,18,Warehouse 3,2024-09-25,22,Supplier D,4,190,161
85077-NEW-458-RAW,Raw Materials Item 186,RAW MATERIALS,2025-07-05,67,Warehouse 3,2025-06-28,64,Supplier C,10,178,162
37199-NEW-252-RAW,Raw Materials Item 404,RAW MATERIALS,2025-05-16,69,Warehouse 1,2025-05-06,81,Supplier C,5,176,167
24532-NEW-860-RAW,Raw Materials Item 73,RAW MATERIALS,2024-07-27,56,Warehouse 1,2024-07-24,60,Supplier A,3,114,89
29157-NEW-156-WOR,Work-In-Progress Item 24,WORK-IN-PROGRESS,2024-12-26,75,Warehouse 1,2024-12-24,82,Supplier D,2,197,178
51888-NEW-814-PAC,Packaging Materials Item 337,PACKAGING MATERIALS,2024-02-15,39,Warehouse 1,2024-02-12,49,Supplier D,9,268,262
40730-NEW-696-RAW,Raw Materials Item 84,RAW MATERIALS,2024-12-28,24,Warehouse 1,2024-12-23,19,Supplier D,5,240,219
68631-NEW-067-CON,Consumables Item 363,CONSUMABLES,2024-05-06,74,Warehouse 2,2024-04-27,72,Supplier D,2,166,138
13206-NEW-199-SPA,Spare Parts Item 393,SPARE PARTS,2025-02-15,13,Warehouse 3,2025-02-08,10,Supplier E,3,217,194
49725-NEW-764-SPA,Spare Parts Item 74,SPARE PARTS,2024-07-27,45,Warehouse 3,2024-07-21,46,Supplier A,10,146,130
68349-NEW-983-WOR,Work-In-Progress Item 85,WORK-IN-PROGRESS,2024-06-05,21,Warehouse 1,2024-05-27,32,Supplier A,3,228,217
17171-NEW-870-RAW,Raw Materials Item 77,RAW MATERIALS,2024-08-12,91,Warehouse 1,2024-08-07,106,Supplier E,3,224,213
15118-NEW-395-RAW,Raw Materials Item 162,RAW MATERIALS,2025-04-21,23,Warehouse 2,2025-04-15,26,Supplier A,5,144,114
84309-NEW-551-CON,Consumables Item 56,CONSUMABLES,2025-02-01,65,Warehouse 3,2025-01-27,64,Supplier D,6,158,138
55879-NEW-272-WOR,Work-In-Progress Item 268,WORK-IN-PROGRESS,2024-03-11,46,Warehouse 1,2024-03-01,57,Supplier C,7,101,94
45661-NEW-816-CON,Consumables Item 258,CONSUMABLES,2025-09-19,63,Warehouse 1,2025-09-10,65,Supplier E,2,169,141
22313-NEW-074-CON,Consumables Item 80,CONSUMABLES,2025-04-16,20,Warehouse 3,2025-04-09,20,Supplier A,7,273,266
32757-NEW-588-CON,Consumables Item 460,CONSUMABLES,2024-01-21,90,Warehouse 3,2024-01-15,90,Supplier C,2,212,186
59350-NEW-428-RAW,Raw Materials Item 250,RAW MATERIALS,2025-07-04,62,Warehouse 1,2025-06-26,59,Supplier D,5,117,87
80022-024-R00-PHL-EIC-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-05-20,16,Warehouse 1,2024-05-17,35,Supplier B,11,466,485
80169-006-R00-CHN-RCL-TNCADY-125G-RW,TIN CADDY 125g/06 (A) RANWATTE,FINISHED GOODS,2024-05-26,40,Warehouse 1,2024-06-04,28,Supplier D,11,314,302
44679-NEW-098-CON,Consumables Item 445,CONSUMABLES,2025-03-16,63,Warehouse 2,2025-03-12,68,Supplier B,3,187,160
43791-NEW-470-RAW,Raw Materials Item 45,RAW MATERIALS,2024-08-10,98,Warehouse 1,2024-08-08,94,Supplier A,8,294,267
80008-024-005-000-000-0100PT-2.0G-PRM,TAGLESS TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-02-22,25,Warehouse 1,2024-02-27,45,Supplier A,9,428,448
58732-NEW-076-PAC,Packaging Materials Item 298,PACKAGING MATERIALS,2024-11-05,63,Warehouse 1,2024-11-02,78,Supplier E,6,196,171
72525-NEW-043-CON,Consumables Item 407,CONSUMABLES,2024-07-13,67,Warehouse 3,2024-07-08,70,Supplier D,5,136,107
82219-NEW-063-SPA,Spare Parts Item 500,SPARE PARTS,2025-04-09,71,Warehouse 3,2025-04-01,80,Supplier A,10,152,122
67038-NEW-846-PAC,Packaging Materials Item 133,PACKAGING MATERIALS,2025-08-27,10,Warehouse 2,2025-08-18,19,Supplier B,5,119,92
